reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues
,PRESENT,1938-07-11,,192.0,192.0,1938.0,7.0,11.0,,,,,US,Oregon,Lane,hills of Big Fall Creek well above HeHe For. camp.,,,,,,,,,,,,,False,False
,PRESENT,1925-08,,,,1925.0,8.0,,,,,,US,Washington,,"Inter Fork of White River, Mount Rainier.",,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,near McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1949-09-08,,251.0,251.0,1949.0,9.0,8.0,,,,NORTH_AMERICA,CA,British Columbia,,Near hope.,,,,,,,,,,,,,False,False
,PRESENT,1896-08-12,,225.0,225.0,1896.0,8.0,12.0,,,,ASIA,AF,Oregon,Needs Research,below Crater Lake.,,,,,,,,,,,,,False,False
,PRESENT,1968-08-02,,215.0,215.0,1968.0,8.0,2.0,,,,,US,Montana,Missoula,"Lolo Forest. Jocko Mts., Butler Creek Watershed 2.5 mi. SSW of TV Mtn., 7 mi. N of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,near McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1940-07-28,,210.0,210.0,1940.0,7.0,28.0,,,,NORTH_AMERICA,CA,British Columbia,,Bear Lake.,,,,,,,,,,,,,False,False
,PRESENT,1977-07-03,,184.0,184.0,1977.0,7.0,3.0,,,,,US,Montana,Missoula,"Mission Mountains, Turquoise Lake, N-side adj. to outlet. 12 miles eastnortheast St. Ignatius.",,,,,,,,,,,,,False,False
,PRESENT,1938-07-02,,183.0,183.0,1938.0,7.0,2.0,,,,,US,Idaho,Shoshone,"Ridge east of Freezeout Mountain, St. Joe National Forest.",,,,,,,,,,,,,False,False
,PRESENT,1896-06-19,,171.0,171.0,1896.0,6.0,19.0,,,,,US,Washington,,"Cascade Mountains, Mount Rainier and adjacent mountains.",,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,near McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1967-07-26,,207.0,207.0,1967.0,7.0,26.0,,,,NORTH_AMERICA,CA,British Columbia,,Aeta Lake.,,,,,,,,,,,,,False,False
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,,,,,US,Idaho,Shoshone,"Dismal Lake, about 25 miles south of Avery.",,,,,,,,,,,,,False,False
,PRESENT,1962-06-12,,163.0,163.0,1962.0,6.0,12.0,,,,,US,Montana,Missoula,"Deer Creek, circa 1 mile above upper county road crossing, 5 miles southeast of Missoula. Lolo Forest.",,,,,,,,,,,,,False,False
,PRESENT,1927-08-04,,216.0,216.0,1927.0,8.0,4.0,,,,,US,Oregon,Clackamas,"near Mazama C., Mt. Hood.",,,,,,,,,,,,,False,False
,PRESENT,1962-06-01,,152.0,152.0,1962.0,6.0,1.0,,,,,US,Oregon,Baker,near McCully Fork Creek above forest camp.,,,,,,,,,,,,,False,False
,PRESENT,1947-05-11,,131.0,131.0,1947.0,5.0,11.0,,,,NORTH_AMERICA,CA,British Columbia,,Gray creek.,,,,,,,,,,,,,False,False
,PRESENT,1977-07-03,,184.0,184.0,1977.0,7.0,3.0,,,,,US,Montana,Missoula,"Mission Mountains, Turquoise Lake, North side adjacent to outlet; 12 miles east northeast St. Ignatius.",,,,,,,,,,,,,False,False
,PRESENT,1963-08-25,,237.0,237.0,1963.0,8.0,25.0,,,,NORTH_AMERICA,CA,British Columbia,,"Burman Lake, drainage, Burman River. Vancouver Island.",,,,,,,,,,,,,False,False
,PRESENT,1972-09-14,,258.0,258.0,1972.0,9.0,14.0,,,,,US,Idaho,Shoshone,"Clearwater Nat''l. Forest. Clearwater Mts., Long Creek watershed 1 mi. SSE of Hoodoo Pass, 16.8 mi. SSW of Superior, MT.",,,,,,,,,,,,,False,False
,PRESENT,1980-09-05,,249.0,249.0,1980.0,9.0,5.0,,,,,US,Washington,Lewis,[no location given],,,,,,,,,,,,,False,False
,PRESENT,1962-06-26,,177.0,177.0,1962.0,6.0,26.0,,,,,US,Montana,Missoula,Lolo Forest. Wagon Mountain Road; 3 miles W. of junction with Graves Creek Road; 21 mi. SW of Missoula.,,,,,,,,,,,,,False,False
,PRESENT,1949-08-15,,227.0,227.0,1949.0,8.0,15.0,,,,NORTH_AMERICA,CA,British Columbia,,"Trail that runs along east shore of burges pass, emerald lake.",,,,,,,,,,,,,False,False
,PRESENT,1972-09-14,,258.0,258.0,1972.0,9.0,14.0,,,,,US,Idaho,Shoshone,"Clearwater National Forest. Clearwater Mountains, Long Creek watershed 1 mile south-southeast of Hoodoo Pass; 16.8 miles south-southwest of Superior.",,,,,,,,,,,,,False,False
,PRESENT,1977-07-03,,184.0,184.0,1977.0,7.0,3.0,,,,,US,Montana,Missoula,"Mission Mts., Turquoise Lake, E-end 0.1 mi. SSE of outlet (at section corner); 12 mi. E of St. Ignatius.",,,,,,,,,,,,,False,False
,PRESENT,1969-08-09,,221.0,221.0,1969.0,8.0,9.0,,,,,US,Washington,Kittitas,At Stampede Pass.,,,,,,,,,,,,,False,False
,PRESENT,1977-07-03,,184.0,184.0,1977.0,7.0,3.0,,,,,US,Montana,Missoula,"Mission Mts., Turquoise Lake, E-end 0.1 mi. SSE of outlet (at section corner); 12 mi. E of St. Ignatius.",,,,,,,,,,,,,False,False
,PRESENT,1976-05-09,,130.0,130.0,1976.0,5.0,9.0,,,,,US,Idaho,Idaho,"Lochsa River Valley, south end Split Creek Pack Bridge; 27.5 miles east northeast of Kooskia.",,,,,,,,,,,,,False,False
,PRESENT,1972-05-20,,141.0,141.0,1972.0,5.0,20.0,,,,,US,Montana,Missoula,"Lolo National Forest, Sapphire Range, Pattee Canyon Picnic Area (area ''A''); 4.5 miles southeast of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1957-06-07,,158.0,158.0,1957.0,6.0,7.0,,,,,US,Oregon,Baker,at gate from East Eagle Creek Road leading to Cabin; East Eagle Creek Drainage.,,,,,,,,,,,,,False,False
,PRESENT,1972-06-29,,181.0,181.0,1972.0,6.0,29.0,,,,,US,Idaho,Idaho,"Bitterroot National Forest. White Cap Creek 0.2 mi. above jct. of Cedar Creek; 25.5 mi. WSW of Darby, Montana.",,,,,,,,,,,,,False,False
,PRESENT,1967-06-06,,157.0,157.0,1967.0,6.0,6.0,,,,NORTH_AMERICA,CA,British Columbia,,1.7 miles south of Lakeview.,,,,,,,,,,,,,False,False
,PRESENT,1972-06-21,,173.0,173.0,1972.0,6.0,21.0,,,,,US,Montana,Missoula,"Lolo National Forest. Jocko Mts. vic Wild Horse Creek ca, 1.5 mi. NNE of old Gold Creek R.S. 18 mi. ENE of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1938-08-10,,222.0,222.0,1938.0,8.0,10.0,,,,,US,Idaho,,Seven Devils Mountains Nez Perce National Forest.,,,,,,,,,,,,,False,False
,PRESENT,1993-06-13,,164.0,164.0,1993.0,6.0,13.0,,,,,US,Washington,Snohomish,Persis Mountain.,,,,,,,,,,,,,False,False
,PRESENT,1937-08-08,,220.0,220.0,1937.0,8.0,8.0,,,,,US,Idaho,Adams,"6 miles north of Bear R. S., Weiser National Forest",,,,,,,,,,,,,False,False
,PRESENT,1945-07-13,,194.0,194.0,1945.0,7.0,13.0,,,,,US,Montana,Meagher,"Harley Park, circa 6 miles west of Neihart, Little Belt Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1945-07-13,,194.0,194.0,1945.0,7.0,13.0,,,,,US,Montana,Meagher,"Harley Park, ca. 6 mi. west of Neihart, Little Belt Mts.",,,,,,,,,,,,,False,False
,PRESENT,1977-06-16,,167.0,167.0,1977.0,6.0,16.0,,,,,US,Montana,Missoula,"Jocko Mountains, LaValle Creek watershed above Point Six Road 1/4 mile north of TV Mountain; 10 miles north of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1949-08-15,,227.0,227.0,1949.0,8.0,15.0,,,,NORTH_AMERICA,CA,British Columbia,,Burges pass.,,,,,,,,,,,,,False,False
,PRESENT,1945-07-08,,189.0,189.0,1945.0,7.0,8.0,,,,,US,Montana,Meagher,On northeast base of Castle Mountains; circa 10 miles southeast of 4-Mile Ranger Station.,,,,,,,,,,,,,False,False
,PRESENT,1968-05-31,,152.0,152.0,1968.0,5.0,31.0,,,,,US,Montana,Missoula,"Lolo Forest. Jocko Mountains, Butler Creek Watershed 2.5 miles south-southwest of TV Mountain, 7 miles north of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1923-08-27,,239.0,239.0,1923.0,8.0,27.0,,,,,US,Idaho,,Trail to Elk Summit to Kooskooska. Selway Forest. (county unknown),,,,,,,,,,,,,False,False
,PRESENT,1938-07-06,,187.0,187.0,1938.0,7.0,6.0,,,,,US,Oregon,Hood River,"At Tilly Jane Camp, near Cloud Cap Inn, Mount Hood.",,,,,,,,,,,,,False,False
,PRESENT,1972-08-07,,220.0,220.0,1972.0,8.0,7.0,,,,,US,Idaho,Boundary,"Kaniksu National Forest. Selkirk Range, Jeru Creek 2.5 miles above junction Pack River; 17.8 miles North of Sandpoint.",,,,,,,,,,,,,False,False
,PRESENT,1946-07-09,,190.0,190.0,1946.0,7.0,9.0,,,,,US,Montana,Missoula,"Foot of Spring Creek Trail, Rattlesnake Drainage.",,,,,,,,,,,,,False,False
,PRESENT,1900-07-24,,205.0,205.0,1900.0,7.0,24.0,,,,,US,Montana,Gallatin,Spring Hill.,,,,,,,,,,,,,False,False
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Hood River,"Along the East Fork Hood River, near Sherwood Forest Camp, Mount Hood National Forest.",,,,,,,,,,,,,False,False
,PRESENT,1972-08-07,,220.0,220.0,1972.0,8.0,7.0,,,,,US,Idaho,Boundary,"Kaniksu National Forest. Selkirk Range, Jeru Creek 1.5 miles above junction Pack River; 17.8 miles 17.8 north of Sandpoint.",,,,,,,,,,,,,False,False
,PRESENT,1945-07-23,,204.0,204.0,1945.0,7.0,23.0,,,,,US,Montana,Beaverhead,"Above Ajax Lake, Bitter Root Range.",,,,,,,,,,,,,False,False
,PRESENT,1907-07-01,,182.0,182.0,1907.0,7.0,1.0,,,,,US,Montana,Gallatin,Spanish Creek.,,,,,,,,,,,,,False,False
,PRESENT,1933-08,,,,1933.0,8.0,,,,,,US,Oregon,Marion,"Breitenbush Hot Spring Trail, Mt. Jefferson.",,,,,,,,,,,,,False,False
,PRESENT,2006-07-09,,190.0,190.0,2006.0,7.0,9.0,,,,,US,Washington,Kittitas,"Wenatchee National Forest. Esmeralda Basin Trail; Datum: WGS 84, ± 9.5 meters.",,,,,,,,,,,,,False,False
,PRESENT,1957-08-08,,220.0,220.0,1957.0,8.0,8.0,,,,NORTH_AMERICA,CA,British Columbia,,Emerald Lake.,,,,,,,,,,,,,False,False
,PRESENT,1945-08-05,,217.0,217.0,1945.0,8.0,5.0,,,,,US,Montana,Sweet Grass,"Below Blue Lake, above Big Timber Creek, Crazy Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1921-07-16,,197.0,197.0,1921.0,7.0,16.0,,,,,US,Montana,Gallatin,Sous Dough Canyon.,,,,,,,,,,,,,False,False
,PRESENT,1933-07-24,,205.0,205.0,1933.0,7.0,24.0,,,,,US,Montana,,"Glacier National Park, Sun Camp.",,,,,,,,,,,,,False,False
,PRESENT,1967-07-30,,211.0,211.0,1967.0,7.0,30.0,,,,NORTH_AMERICA,CA,British Columbia,,Between horsefly & crooked lake.,,,,,,,,,,,,,False,False
,PRESENT,1949-07,,,,1949.0,7.0,,,,,,US,Washington State,,Stevens pass.,,,,,,,,,,,,,False,False
,PRESENT,1949-07-21,,202.0,202.0,1949.0,7.0,21.0,,,,,US,Oregon,Klamath,Crater Lake National Park.  Munson Meadow below the Park Headquarters.,,,,,,,,,,,,,False,False
,PRESENT,1921-07-16,,197.0,197.0,1921.0,7.0,16.0,,,,,US,Montana,Gallatin,Sun Wough[?] Canyon.,,,,,,,,,,,,,False,False
,PRESENT,1953-07-23,,204.0,204.0,1953.0,7.0,23.0,,,,,US,Oregon,Marion,21 miles northeast of Detroit on road to Olallie Lake.,,,,,,,,,,,,,False,False
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,,,,,US,Montana,,"Missoula County, north of upper Holland Lake, swan range, ca. 80 miles NE of Missoula, township 30 n, r15w, s. 29.",,,,,,,,,,,,,False,False
,PRESENT,1969-05-26,,146.0,146.0,1969.0,5.0,26.0,,,,NORTH_AMERICA,CA,Alberta,,"Mt. richards, NE of 60 degree slope, Waterton Lakes National Park.",,,,,,,,,,,,,False,False
,PRESENT,1958-06-08,,159.0,159.0,1958.0,6.0,8.0,,,,NORTH_AMERICA,CA,British Columbia,,Azouzetta Lake on Hart Highway.,,,,,,,,,,,,,False,False
,PRESENT,1899-08-19,,231.0,231.0,1899.0,8.0,19.0,,,,,US,Montana,Gallatin,Bridger Creek Basin.,,,,,,,,,,,,,False,False
,PRESENT,1914-06,,,,1914.0,6.0,,,,,,US,Washington,Whitman,Palouse.,,,,,,,,,,,,,False,False
,PRESENT,1902-07-18,,199.0,199.0,1902.0,7.0,18.0,,,,,US,Montana,Park,"Porcupine Creek, Crazy Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1963-07-06,,187.0,187.0,1963.0,7.0,6.0,,,,,US,Idaho,,"Ant Basin, Idaho, East Lago.",,,,,,,,,,,,,False,False
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,,US,Idaho,Lemhi,[No locality given],,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,Montana,Gallatin,[No locality given].,,,,,,,,,,,,,False,False
,PRESENT,1947-07-12,,193.0,193.0,1947.0,7.0,12.0,,,,,US,Montana,Park,Six miles west of Four Mile Ranger Station.,,,,,,,,,,,,,False,False
,PRESENT,1938-05-14,,134.0,134.0,1938.0,5.0,14.0,,,,,US,Idaho,,Near South shore of Priest Lake.,,,,,,,,,,,,,False,False
,PRESENT,2002-08-09,,221.0,221.0,2002.0,8.0,9.0,,,,,US,Washington,King,Cedar River Watershed.  Alice Lakes.  End of Road 127.1a.,,,,,,,,,,,,,False,False
,PRESENT,1889-05,,,,1889.0,5.0,,,,,,US,Montana,Gallatin,Mountains near Bozeman.,,,,,,,,,,,,,False,False
,PRESENT,1989-06-20,,171.0,171.0,1989.0,6.0,20.0,,,,,US,Montana,Park,"Gallatin National Forest, Mill Creek drainage, southeast of Pray.",,,,,,,,,,,,,False,False
,PRESENT,1936-05-14,,135.0,135.0,1936.0,5.0,14.0,,,,,US,Idaho,,Near south shore of Priest Lake.,,,,,,,,,,,,,False,False
,PRESENT,1949-07-10,,191.0,191.0,1949.0,7.0,10.0,,,,,US,Oregon,Josephine,At Upper Biglow Lake.,,,,,,,,,,,,,False,False
,PRESENT,1927-08-01,,213.0,213.0,1927.0,8.0,1.0,,,,,US,Montana,Gallatin,"Blackman Lake trail, Middle Creek Canyon.",,,,,,,,,,,,,False,False
,PRESENT,1947-07-12,,193.0,193.0,1947.0,7.0,12.0,,,,,US,Montana,Park,"1 mile east of Silver Pass, 9 miles west of Four Mile Ranger Station.",,,,,,,,,,,,,False,False
,PRESENT,1939-06-17,,168.0,168.0,1939.0,6.0,17.0,,,,NORTH_AMERICA,CA,British Columbia,,"Sumup Cabin, southwest of Mount Baldy, 9 miles northwest of Ross Spur.",,,,,,,,,,,,,False,False
,PRESENT,1949-06-29,,180.0,180.0,1949.0,6.0,29.0,,,,,US,Oregon,Josephine,"Along the Grayback Trail, Oregon Caves National Monument and vicinity.",,,,,,,,,,,,,False,False
,PRESENT,1893-06-05,,156.0,156.0,1893.0,6.0,5.0,,,,,US,Montana,Flathead,Columbia Falls.,,,,,,,,,,,,,False,False
,PRESENT,1899-09-07,,250.0,250.0,1899.0,9.0,7.0,,,,,US,Montana,Lake,Saint Ignatius.,,,,,,,,,,,,,False,False
,PRESENT,1953-05-28,,148.0,148.0,1953.0,5.0,28.0,,,,NORTH_AMERICA,CA,British Columbia,,Along Hope-Princeton Highway where road crosses Skaist River.,,,,,,,,,,,,,False,False
,PRESENT,1895-08-30,,242.0,242.0,1895.0,8.0,30.0,,,,,US,Montana,Flathead,Columbia Falls.,,,,,,,,,,,,,False,False
,PRESENT,1921-07-31,,212.0,212.0,1921.0,7.0,31.0,,,,,US,Montana,Powell,"North Fork, about 15 miles out.",,,,,,,,,,,,,False,False
,PRESENT,1920-08-25,,238.0,238.0,1920.0,8.0,25.0,,,,,US,Montana,Flathead,Glacier National Park.,,,,,,,,,,,,,False,False
,PRESENT,1963-06-09,,160.0,160.0,1963.0,6.0,9.0,,,,,US,Montana,Powell,"Near Rock Creek Lake, foot of Mountains west of Deer Lodge.",,,,,,,,,,,,,False,False
,PRESENT,1960-05-17,,138.0,138.0,1960.0,5.0,17.0,,,,,US,Montana,Flathead,Vic. Lion Creek in Swan Valley.,,,,,,,,,,,,,False,False
,PRESENT,1908-08-20,,233.0,233.0,1908.0,8.0,20.0,,,,,US,Montana,Carbon,[No locality given.],,,,,,,,,,,,,False,False
,PRESENT,1930-08-13,,225.0,225.0,1930.0,8.0,13.0,,,,,US,Washington,Whatcom,"Base of Panorama Point, Mt. Baker Lodge.",,,,,,,,,,,,,False,False
,PRESENT,1959-05-28,,148.0,148.0,1959.0,5.0,28.0,,,,,US,Montana,Flathead,MRC - Flathead Forest. Coram Experimental Forest.,,,,,,,,,,,,,False,False
,PRESENT,1921-07-26,,207.0,207.0,1921.0,7.0,26.0,,,,,US,Montana,Carbon,"Spread Creek, East Rosebud River.",,,,,,,,,,,,,False,False
,PRESENT,1957-06-08,,159.0,159.0,1957.0,6.0,8.0,,,,NORTH_AMERICA,CA,British Columbia,,"Monashee road above inooklin creek, just SE of banting creek.",,,,,,,,,,,,,False,False
,PRESENT,1977-07-15,,196.0,196.0,1977.0,7.0,15.0,,,,,US,Idaho,Idaho,"1 mile S of Camp Moosehorn, west side of upper Canyon Creek, in clear cut.",,,,,,,,,,,,,False,False
,PRESENT,1939-06-22,,173.0,173.0,1939.0,6.0,22.0,,,,,US,Oregon,Deschutes,MacKenzie Pass.,,,,,,,,,,,,,False,False
,PRESENT,1966-07-12,,193.0,193.0,1966.0,7.0,12.0,,,,,US,Washington,Whatcom,On Grouse Ridge at the end of the logging road.,,,,,,,,,,,,,False,False
,PRESENT,1972-07-02,,184.0,184.0,1972.0,7.0,2.0,,,,,US,Montana,Flathead,"Whitefish Range, Red Meadow Lake (w-side); 26.2 mi. NNW of Whitefish.",,,,,,,,,,,,,False,False
,PRESENT,1921-07-26,,207.0,207.0,1921.0,7.0,26.0,,,,,US,Montana,Carbon,"Spread Creek, East Rosebud River.",,,,,,,,,,,,,False,False
,PRESENT,1966-07-09,,190.0,190.0,1966.0,7.0,9.0,,,,,US,Washington,Whatcom,"Along the Lake Tomyhoi Trail, ca. 1 mile above the Twin Lakes Road.",,,,,,,,,,,,,False,False
,PRESENT,1962-08-06,,218.0,218.0,1962.0,8.0,6.0,,,,,US,Montana,Flathead,Flathead Forest. Hallowst Creek 0.8 miles above junction with Big Creek; 11 miles north of Whitefish.,,,,,,,,,,,,,False,False
,PRESENT,1962-06-10,,161.0,161.0,1962.0,6.0,10.0,,,,,US,Montana,Ravalli,"Bitterroot Forest. Above Sheafman Cr., Bitterroot Mtns. ca 6-1/2 mi. NW of Hamilton.",,,,,,,,,,,,,False,False
,PRESENT,1966-07-09,,190.0,190.0,1966.0,7.0,9.0,,,,,US,Washington,Whatcom,"Along the Lake Tomyhoi Trail, circa 1/2 miles above the Twin Lakes Road.",,,,,,,,,,,,,False,False
,PRESENT,1937-07-28,,209.0,209.0,1937.0,7.0,28.0,,,,NORTH_AMERICA,CA,British Columbia,,"Near kootenay florence mine, ainsworth.",,,,,,,,,,,,,False,False
,PRESENT,1972-07-04,,186.0,186.0,1972.0,7.0,4.0,,,,,US,Montana,Flathead,"Stillwater State Forest; Upper Whitefish Lake, campground on east side of lake; 21.7 miles north-northwest of Whitefish.",,,,,,,,,,,,,False,False
,PRESENT,1941-07-08,,189.0,189.0,1941.0,7.0,8.0,,,,NORTH_AMERICA,CA,British Columbia,,West side of Mountain Revelstoke.,,,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,Bitterroot Forest. Near Rye Creek- Sleeping Child Creek Divide; 13 miles east of Darby.,,,,,,,,,,,,,False,False
,PRESENT,1936-07-01,,183.0,183.0,1936.0,7.0,1.0,,,,,US,Oregon,Jackson,"Huckleberry Mountain, Rogue River National Forest.",,,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,Bitterroot Forest. Near Rye Creek - Sleeping Child Creek Divide; 13.5 miles east of Darby.,,,,,,,,,,,,,False,False
,PRESENT,1972-07-04,,186.0,186.0,1972.0,7.0,4.0,,,,,US,Montana,Flathead,"Stillwater State Forest; Upper Whitefish Lake, campground on east side of lake; 21.7 miles north-northwest of Whitefish.",,,,,,,,,,,,,False,False
,PRESENT,1941-07-01,,182.0,182.0,1941.0,7.0,1.0,,,,NORTH_AMERICA,CA,British Columbia,,Circa. 4.25 miles northeast by east of Falkland.,,,,,,,,,,,,,False,False
,PRESENT,1982-06-23,,174.0,174.0,1982.0,6.0,23.0,,,,NORTH_AMERICA,CA,British Columbia,,East of takatoot l.,,,,,,,,,,,,,False,False
,PRESENT,1970-07-31,,212.0,212.0,1970.0,7.0,31.0,,,,NORTH_AMERICA,CA,Alberta,,"Outpost lake trail, Jasper National Park.",,,,,,,,,,,,,False,False
,PRESENT,1941-07-11,,192.0,192.0,1941.0,7.0,11.0,,,,NORTH_AMERICA,CA,British Columbia,,"Shore of Blackwater Lake, circa 32 miles north of Golden.",,,,,,,,,,,,,False,False
,PRESENT,1941-07-01,,182.0,182.0,1941.0,7.0,1.0,,,,NORTH_AMERICA,CA,British Columbia,,"On Bolean Lake Trail, circa. 4 miles northeast by east of Falkland.",,,,,,,,,,,,,False,False
,PRESENT,1942-06-10,,161.0,161.0,1942.0,6.0,10.0,,,,,US,Montana,,"Glacier National Park, south slope of Quartz Ridge, north of Quartz Lake.",,,,,,,,,,,,,False,False
,PRESENT,1938-07-02,,183.0,183.0,1938.0,7.0,2.0,,,,,US,Idaho,Shoshone,"Ridge east of Freezeout Mountain, St. Joe National Forest.",,,,,,,,,,,,,False,False
,PRESENT,1980-07-16,,198.0,198.0,1980.0,7.0,16.0,,,,,US,Idaho,,,,,,,,,,,,,,,False,False
,PRESENT,1883-06-29,,180.0,180.0,1883.0,6.0,29.0,,,,,US,Montana,,Prickly Pear Creek,,,,,,,,,,,,,False,False
,PRESENT,1883-07-15,,196.0,196.0,1883.0,7.0,15.0,,,,,US,Montana,,Headwaters of Jocko River,,,,,,,,,,,,,False,False
,PRESENT,1949-06-27,,178.0,178.0,1949.0,6.0,27.0,,,,,US,Montana,Park,"Vicinity Cooke Guard Station, about 2 miles east of Cooke City.",,,,,,,,,,,,,False,False
,PRESENT,1938-07-28,,209.0,209.0,1938.0,7.0,28.0,,,,NORTH_AMERICA,CA,British Columbia,,"Green Mountain, near Haylmore.",,,,,,,,,,,,,False,False
,PRESENT,1948-07-12,,194.0,194.0,1948.0,7.0,12.0,,,,,US,Montana,Lake,Cliffs high above and circa 6 miles southeast of McDonald Lake; Mission Range.,,,,,,,,,,,,,False,False
,PRESENT,1938-07-28,,209.0,209.0,1938.0,7.0,28.0,,,,NORTH_AMERICA,CA,British Columbia,,"Green Mountain, near Haylmore.",,,,,,,,,,,,,False,False
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,"Sapphire Mountains, Rye Creek, Sleeping Child Creek Divide; 12.5 miles east of Darby.",,,,,,,,,,,,,False,False
,PRESENT,1938-06-20,,171.0,171.0,1938.0,6.0,20.0,,,,NORTH_AMERICA,CA,British Columbia,,"Near Lake Bootahnie, Marble Mountains.",,,,,,,,,,,,,False,False
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,"Sapphire Mountains, Rye Creek, Sleeping Child Creek Divide, 12.5 miles east of Darby, Bitterroot Forest.",,,,,,,,,,,,,False,False
,PRESENT,1946-08-15,,227.0,227.0,1946.0,8.0,15.0,,,,,US,Oregon,Wallowa,Nine miles east of Imnaha.,,,,,,,,,,,,,False,False
,PRESENT,1948-07-10,,192.0,192.0,1948.0,7.0,10.0,,,,,US,Montana,Missoula,Circa 10 miles west of Placid Lake; Missoula National Forest.,,,,,,,,,,,,,False,False
,PRESENT,1948-07-11,,193.0,193.0,1948.0,7.0,11.0,,,,,US,Montana,Missoula,"1/2 miles northeast of Glacier Lake, east side of Mission Range.",,,,,,,,,,,,,False,False
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,,,,,US,Montana,Missoula,"North of Upper Holland Lake, Swan Range, about 80 miles northeast of Missoula.",,,,,,,,,,,,,False,False
,PRESENT,1897-06-01,,152.0,152.0,1897.0,6.0,1.0,,,,NORTH_AMERICA,CA,British Columbia,,Glacier,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,ASIA,AF,,,,,,,,,,,,,,,,False,False
,PRESENT,1983,,,,1983.0,,,,,,,US,,,,"+9 miles southeast of McKenzie Bridge, Willamette National Forest.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,,,,,,,,,,,,,,,,False,False
,PRESENT,1984,,,,1984.0,,,,,,,US,,,,"Quinault Lake, Olympic National Forest.",,,,,,,,,,,,False,False
,PRESENT,1954-06-13,,164.0,164.0,1954.0,6.0,13.0,,,,,US,Oregon,,,"Mt. hood, wapinilia pass.",,,,,,,,,,,,False,False
,PRESENT,1949-07-10,,191.0,191.0,1949.0,7.0,10.0,,,,,US,Oregon,Josephine,,"Mt. Elijah, Grayback Area, Siskiyou Mts.",,,,,,,,,,,,False,False
,PRESENT,1928-05-20,,141.0,141.0,1928.0,5.0,20.0,,,,,US,Oregon,Multnomah,,Eagle Creek.,,,,,,,,,,,,False,False
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,,,,,US,Montana,,,"Missoula County, north of upper Holland Lake, swan range, ca. 80 miles northeast of Missoula, township 30 n, r15w, s. 29.",,,,,,,,,,,,False,False
,PRESENT,1992-07-22,,204.0,204.0,1992.0,7.0,22.0,,,,,US,California,,,"Near summit of o''brien-happy camp road, at junction of bolan lake road, del norte County.",,,,,,,,,,,,False,False
,PRESENT,1954-06-19,,170.0,170.0,1954.0,6.0,19.0,,,,,US,Oregon,,,Rogue river valley.,,,,,,,,,,,,False,False
