reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,geocoding_query
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-03T00:00:00,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-25T00:00:00,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1946-07-02,,183.0,183.0,1946.0,7.0,2.0,02 Jul 1946,,,NORTH_AMERICA,US,Idaho,Lemhi Co.,,"1 mile s. e. of Blue Nose, head of Spring Creek, n. w. of Indianola Ranger Station.",,,,,,,,,,,,False,False,"1 mile s. e. of Blue Nose, head of Spring Creek, n. w. of Indianola Ranger Station., Lemhi Co., Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1943-05-16,,136.0,136.0,1943.0,5.0,16.0,16 May 1943,,,NORTH_AMERICA,US,Idaho,Adams Co.,,"Evergreen Camp. 18N, 1E.",,,,,,,,,,,,False,False,"Evergreen Camp. 18N, 1E., Adams Co., Idaho, US"
,PRESENT,1920-08-08,,221.0,221.0,1920.0,8.0,8.0,08 Aug 1920,,,NORTH_AMERICA,US,Wyoming,Lincoln Co.,,"Jackson's Hole, around Jenny Lake.",,6700 ft,,,,,,,,,,False,False,"Jackson's Hole, around Jenny Lake., Lincoln Co., Wyoming, US"
,PRESENT,1941-05-07,,127.0,127.0,1941.0,5.0,7.0,07 May 1941,,,NORTH_AMERICA,US,Idaho,Bonner Co.,,Dickensheet Crossing of Priest River 4 miles west of Coolin. On banks of river.,,,,,,,,,,,,False,False,"Dickensheet Crossing of Priest River 4 miles west of Coolin. On banks of river., Bonner Co., Idaho, US"
,PRESENT,1932-06-24,,176.0,176.0,1932.0,6.0,24.0,24 Jun 1932,,,NORTH_AMERICA,US,Wyoming,,,Grand Teton National Park. Northwestern Wyoming.,,7000 ft,,,,,,,,,,False,False,"Grand Teton National Park. Northwestern Wyoming., , Wyoming, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1947-07-12,,193.0,193.0,1947.0,7.0,12.0,12 Jul 1947,,,NORTH_AMERICA,US,Montana,Park Co.,,6 miles west of Four Mile Ranger Station,,,,,,,,,,,,False,False,"6 miles west of Four Mile Ranger Station, Park Co., Montana, US"
,PRESENT,1939-07-23,,204.0,204.0,1939.0,7.0,23.0,23 Jul 1939,,,NORTH_AMERICA,US,Idaho,Lemhi Co.,,Long Tom Mt.,,,,,,,,,,,,False,False,"Long Tom Mt., Lemhi Co., Idaho, US"
,PRESENT,1932-08-28,,241.0,241.0,1932.0,8.0,28.0,28 Aug 1932,,,NORTH_AMERICA,US,Wyoming,,,Isa Lake. Continental Divide. Yellowstone Natl Park.,,8200 ft,,,,,,,,,,False,False,"Isa Lake. Continental Divide. Yellowstone Natl Park., , Wyoming, US"
,PRESENT,1944-05-26,,147.0,147.0,1944.0,5.0,26.0,26 May 1944,,,NORTH_AMERICA,US,Washington,Garfield Co.,,18 miles south of Pomeroy in the Blue Mountains,,5000 ft,,,,,,,,,,False,False,"18 miles south of Pomeroy in the Blue Mountains, Garfield Co., Washington, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1932-08-28,,241.0,241.0,1932.0,8.0,28.0,28 Aug 1932,,,NORTH_AMERICA,US,Wyoming,,,near West Thumb. Yellowstone Natl Park.,,8000 ft,,,,,,,,,,False,False,"near West Thumb. Yellowstone Natl Park., , Wyoming, US"
,PRESENT,1949-05-10,,130.0,130.0,1949.0,5.0,10.0,10 May 1949,,,NORTH_AMERICA,US,Idaho,Latah Co.,,"Thickets on the slope of Moscow Mountain, ca. 5 miles northeast of Moscow.",,,,,,,,,,,,False,False,"Thickets on the slope of Moscow Mountain, ca. 5 miles northeast of Moscow., Latah Co., Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,s.d.,,,NORTH_AMERICA,US,Idaho,Fremont Co.,,"Antelope Flat, Targhee.",,,,,,,,,,,,False,False,"Antelope Flat, Targhee., Fremont Co., Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1935-06-22/1935-06-30,,173.0,181.0,1935.0,6.0,,22 Jun 1935 - 30 Jun 1935,,,NORTH_AMERICA,US,Wyoming,,,"""Jackson Hole"", vicinity of Jackson Lake and on the lower slopes of the Teton Mts. Slope near Lake Leigh.",,7500-8500 ft,,,,,,,,,,False,False,"""Jackson Hole"", vicinity of Jackson Lake and on the lower slopes of the Teton Mts. Slope near Lake Leigh., , Wyoming, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1941-06-30,,181.0,181.0,1941.0,6.0,30.0,30 Jun 1941,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Powell R.S.,,,,,,,,,,,,False,False,"Powell R.S., Idaho Co., Idaho, US"
,PRESENT,1938-07-22,,203.0,203.0,1938.0,7.0,22.0,22 Jul 1938,,,NORTH_AMERICA,US,Idaho,Valley Co.,,"near Warm Lake, about 30 miles northeast of Cascade",,5000 ft,,,,,,,,,,False,False,"near Warm Lake, about 30 miles northeast of Cascade, Valley Co., Idaho, US"
,PRESENT,1858/1860,,,,,,,1858 - 1860,,,NORTH_AMERICA,US,,,,Steven's Pacific Rairoad Survey,,,,,,,,,,,,False,False,"Steven's Pacific Rairoad Survey, , US"
,PRESENT,1943-06-19,,170.0,170.0,1943.0,6.0,19.0,19 Jun 1943,,,NORTH_AMERICA,US,Idaho,Bonner Co.,,Priest River Exptl. Forest.,,,,,,,,,,,,False,False,"Priest River Exptl. Forest., Bonner Co., Idaho, US"
,PRESENT,1937-08-15,,227.0,227.0,1937.0,8.0,15.0,15 Aug 1937,,,NORTH_AMERICA,US,Wyoming,,,"String Lake, Teton Park",,,,,,,,,,,,False,False,"String Lake, Teton Park, , Wyoming, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1941-07-17,,198.0,198.0,1941.0,7.0,17.0,17 Jul 1941,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Sheep Creek Trail; Seven Devils Mts.; On timbered mountainside.,,,,,,,,,,,,False,False,"Sheep Creek Trail; Seven Devils Mts.; On timbered mountainside., Idaho Co., Idaho, US"
,PRESENT,1939-05-27,,147.0,147.0,1939.0,5.0,27.0,27 May 1939,,,NORTH_AMERICA,US,Washington,Kittitas Co.,,north side of Lake Keechelus,,2600 ft,,,,,,,,,,False,False,"north side of Lake Keechelus, Kittitas Co., Washington, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1896-07-09,,191.0,191.0,1896.0,7.0,9.0,09 Jul 1896,,,NORTH_AMERICA,US,Montana,,,"Spanish Basin, Madison Range",,6000 ft,,,,,,,,,,False,False,"Spanish Basin, Madison Range, , Montana, US"
,PRESENT,1934-07-13,,194.0,194.0,1934.0,7.0,13.0,13 Jul 1934,,,NORTH_AMERICA,US,Idaho,Teton Co.,,"Victor, in mountains south of town.",,,,,,,,,,,,False,False,"Victor, in mountains south of town., Teton Co., Idaho, US"
,PRESENT,1945-07-23,,204.0,204.0,1945.0,7.0,23.0,23 Jul 1945,,,NORTH_AMERICA,US,Montana,Beaverhead Co.,,"slope above Ajax Lake, Bitter Root Range",,,,,,,,,,,,False,False,"slope above Ajax Lake, Bitter Root Range, Beaverhead Co., Montana, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1883-06-29,,180.0,180.0,1883.0,6.0,29.0,29 Jun 1883,,,NORTH_AMERICA,US,Montana,,,Prickly Pear Creek,,6000 ft,,,,,,,,,,False,False,"Prickly Pear Creek, , Montana, US"
,PRESENT,1945-08-05,,217.0,217.0,1945.0,8.0,5.0,05 Aug 1945,,,NORTH_AMERICA,US,Montana,Sweet Grass Co.,,"below Blue Lake, just above Big Timber Creek, Crazy Mts.",,,,,,,,,,,,False,False,"below Blue Lake, just above Big Timber Creek, Crazy Mts., Sweet Grass Co., Montana, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1949-05-22,,142.0,142.0,1949.0,5.0,22.0,22 May 1949,,,NORTH_AMERICA,US,Idaho,Latah Co.,,"Woods, East Moscow Mountain.",,,,,,,,,,,,False,False,"Woods, East Moscow Mountain., Latah Co., Idaho, US"
,PRESENT,1949-05-10,,130.0,130.0,1949.0,5.0,10.0,10 May 1949,,,NORTH_AMERICA,US,Idaho,Latah Co.,,"Thickets on the slope of Moscow Mountain, ca. 5 mi. Northeast of Moscow.",,,,,,,,,,,,False,False,"Thickets on the slope of Moscow Mountain, ca. 5 mi. Northeast of Moscow., Latah Co., Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1950-07-21,,202.0,202.0,1950.0,7.0,21.0,21 Jul 1950,,,NORTH_AMERICA,US,Oregon,Wallowa Co.,,"At Horsehoe Lake, Lake Basin, Wallowa Mts.",,,,,,,,,,,,False,False,"At Horsehoe Lake, Lake Basin, Wallowa Mts., Wallowa Co., Oregon, US"
,PRESENT,1897-06-01,,152.0,152.0,1897.0,6.0,1.0,01 Jun 1897,,,NORTH_AMERICA,CA,British Columbia,,,Glacier,,4122 ft,,,,,,,,,,False,False,"Glacier, , British Columbia, CA"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1933-08-27,,239.0,239.0,1933.0,8.0,27.0,27 Aug 1933,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,Honeysuckle R. S.; mountain ridges.,,,,,,,,,,,,False,False,"Honeysuckle R. S.; mountain ridges., Shoshone Co., Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1940-06-24,,176.0,176.0,1940.0,6.0,24.0,24 Jun 1940,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Graves Pt. L.O.,,4500 ft,,,,,,,,,,False,False,"Graves Pt. L.O., Idaho Co., Idaho, US"
,PRESENT,1887-06,,,,1887.0,6.0,,Jun 1887,,,NORTH_AMERICA,US,Idaho,Kootenai Co.,,Mountain woods [no specific locality].,,,,,,,,,,,,False,False,"Mountain woods [no specific locality]., Kootenai Co., Idaho, US"
,PRESENT,1938-08-10/1938-08-15,,222.0,227.0,1938.0,8.0,,10 Aug 1938 - 15 Aug 1938,,,NORTH_AMERICA,US,Idaho,,,Dry Diggings Camp; Seven Devils Mountains; Nez Perce National Forest.,,,,,,,,,,,,False,False,"Dry Diggings Camp; Seven Devils Mountains; Nez Perce National Forest., , Idaho, US"
,PRESENT,,,,,,,,s.d.,,,NORTH_AMERICA,US,,,,Bor. Am.,,,,,,,,,,,,False,False,"Bor. Am., , US"
,PRESENT,1934-06-20,,171.0,171.0,1934.0,6.0,20.0,20 Jun 1934,,,NORTH_AMERICA,US,Washington,Kittitas Co.,,Red Mt.,,4500 ft,,,,,,,,,,False,False,"Red Mt., Kittitas Co., Washington, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1939-07-13,,194.0,194.0,1939.0,7.0,13.0,13 Jul 1939,,,NORTH_AMERICA,US,Idaho,,,"East side of Warm River Canyon, near Henry's Fork of Snake River.",,5500 ft,,,,,,,,,,False,False,"East side of Warm River Canyon, near Henry's Fork of Snake River., , Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,03 Jul 1958,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,"Rocky bank above St. Joe River, 8 miles n. of Avery.",,,,,,,,,,,,False,False,"Rocky bank above St. Joe River, 8 miles n. of Avery., Shoshone Co., Idaho, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1896-07-10,,192.0,192.0,1896.0,7.0,10.0,10 Jul 1896,,,NORTH_AMERICA,US,Montana,,,"Spanish Basin, Madison Range",,6000 ft,,,,,,,,,,False,False,"Spanish Basin, Madison Range, , Montana, US"
,PRESENT,1940-07-23,,205.0,205.0,1940.0,7.0,23.0,23 Jul 1940,,,NORTH_AMERICA,US,Idaho,Valley Co.,,Brundage Mt.; Moist shady cr. bottom.,,,,,,,,,,,,False,False,"Brundage Mt.; Moist shady cr. bottom., Valley Co., Idaho, US"
,PRESENT,1971-08-19,,231.0,231.0,1971.0,8.0,19.0,19 Aug 1971,,,NORTH_AMERICA,US,Oregon,Union Co.,,"""Woodland Camp"" vicinity, 6 mi. S. E. of Tollgate on Hwy.",,,,,,,,,,,,False,False,"""Woodland Camp"" vicinity, 6 mi. S. E. of Tollgate on Hwy., Union Co., Oregon, US"
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,
,PRESENT,1938-07-02,,183.0,183.0,1938.0,7.0,2.0,02 Jul 1938,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,Ridge east of Freezout Mountain. St. Joe National Forest.,,5500 ft,,,,,,,,,,False,False,"Ridge east of Freezout Mountain. St. Joe National Forest., Shoshone Co., Idaho, US"
,PRESENT,1946-08-12,,224.0,224.0,1946.0,8.0,12.0,12 Aug 1946,,,NORTH_AMERICA,US,Oregon,Baker Co.,,"along Antone Creek, 4 miles below Anthony Lakes, Blue Mountains",,,,,,,,,,,,False,False,"along Antone Creek, 4 miles below Anthony Lakes, Blue Mountains, Baker Co., Oregon, US"
